operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
19.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;;;IVI;399;RUR;Выполнен;Видео;;Списание;;;
19.03.2026;20.03.2026;Текущий счёт ;4,08178E+19;;;IVI;399;RUR;Выполнен;Видео;;Списание;;;
18.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
18.06.2026;21.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/TRANSPORT TPP;43.53;RUR;Выполнен;Транспорт;4131;Списание;;;
18.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";373.11;RUR;Выполнен;Продукты;5411;Списание;;;
18.04.2026;18.04.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;85055;RUR;Выполнен;Переводы;;Списание;;;
18.03.2026;18.03.2026;Текущий счёт ;4,08178E+19;;;VK CLOUD;399;RUR;Выполнен;Облако;;Списание;;;
17.08.2026;17.08.2026;Текущий счёт ;4,08178E+19;;;START.RU;399;RUR;Выполнен;Видео;;Списание;;;
17.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;CLOUD.MAIL.RU;399;RUR;Выполнен;Облако;;Списание;;;
17.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;Возврат WILDBERRIES;3466.78;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
17.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;;;WILDBERRIES;1372.0;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
17.05.2026;17.05.2026;Текущий счёт ;4,08178E+19;;;START.RU;399;RUR;Выполнен;Видео;;Списание;;;
17.04.2026;17.04.2026;Текущий счёт ;4,08178E+19;;;VK CLOUD;399;RUR;Выполнен;Облако;;Списание;;;
17.04.2026;17.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/KOFEMANIA;798.44;RUR;Выполнен;Кафе;5812;Списание;;;
17.03.2026;19.03.2026;Текущий счёт ;4,08178E+19;;;Возврат OZON;2894.96;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
16.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;94.37;RUR;Выполнен;Кафе;5812;Списание;;;
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;1;Рубли
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
16.06.2026;16.06.2026;Текущий счёт ;4,08178E+19;;;VK CLOUD;399;RUR;Выполнен;Облако;;Списание;;;
16.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
16.06.2026;16.06.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
16.06.2026;18.06.2026;Текущий счёт ;4,08178E+19;;;Возврат OZON;3280.26;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
16.04.2026;16.04.2026;Текущий счёт ;4,08178E+19;;;START.RU;399;RUR;Выполнен;Видео;;Списание;;;
16.03.2026;17.03.2026;Текущий счёт ;4,08178E+19;;;START.RU;399;RUR;Выполнен;Видео;;Списание;;;
15.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
15.07.2026;15.07.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
15.06.2026;15.06.2026;Текущий счёт ;4,08178E+19;;;START.RU;399;RUR;Выполнен;Видео;;Списание;;;
15.05.2026;17.05.2026;Текущий счёт ;4,08178E+19;;;Moscow/SHAWARMA HOUSE;210.6;RUR;Выполнен;Фастфуд;5814;Списание;;11;Рубли
14.07.2026;14.07.2026;Текущий счёт ;4,08178E+19;;;ООО СТАРТ;399;RUR;Выполнен;Видео;;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;;;PREMIER.ONE;599;RUR;Выполнен;Видео;;Списание;;;
14.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;PREMIER.TV;599;RUR;Выполнен;Видео;;Списание;;;
14.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;;;Moscow/TRANSPORT TPP;42.88;RUR;Выполнен;Транспорт;4131;Списание;;;
13.07.2026;13.07.2026;Текущий счёт ;4,08178E+19;;;PREMIER.TV;599;RUR;Выполнен;Видео;;Списание;;;
13.04.2026;15.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/STOLOVAYA N4 GU;344.49;RUR;Выполнен;Фастфуд;5814;Списание;;;
12.07.2026;12.07.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK;399;RUR;Выполнен;Облако;;Списание;;;
12.06.2026;13.06.2026;Текущий счёт ;4,08178E+19;;;PREMIER;599;RUR;Выполнен;Видео;;Списание;;;
12.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK;399;RUR;Выполнен;Облако;;Списание;;;
11.08.2026;11.08.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;204695;RUR;Выполнен;Переводы;;Пополнение;;;
11.07.2026;11.07.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;193588;RUR;Выполнен;Переводы;;Пополнение;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;184081;RUR;Выполнен;Переводы;;Пополнение;;;
11.04.2026;12.04.2026;Текущий счёт ;4,08178E+19;;;Moscow/SPK EKATERINBUR;42.75;RUR;Выполнен;Транспорт;4111;Списание;;;
11.03.2026;13.03.2026;Текущий счёт ;4,08178E+19;;;PREMIER.TV;599;RUR;Выполнен;Видео;;Списание;;;
10.08.2026;10.08.2026;Текущий счёт ;4,08178E+19;;;PREMIER;599;RUR;Выполнен;Видео;;Списание;;;
10.08.2026;12.08.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;6;Рубли
10.07.2026;10.07.2026;Текущий счёт ;4,08178E+19;;;OKKO;499;RUR;Выполнен;Видео;;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;;;OKKO;499;RUR;Выполнен;Видео;;Списание;;;
10.05.2026;12.05.2026;Текущий счёт ;4,08178E+19;;;YANDEX.DISK;399;RUR;Выполнен;Облако;;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;193362;RUR;Выполнен;Переводы;;Пополнение;;;
09.08.2026;09.08.2026;Текущий счёт ;4,08178E+19;;;YANDEX.DISK;399;RUR;Выполнен;Облако;;Списание;;;
09.07.2026;10.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/TRANSPORT TPP;42.47;RUR;Выполнен;Транспорт;4131;Списание;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;181241;RUR;Выполнен;Переводы;;Пополнение;;;
09.04.2026;10.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";53.04;RUR;Выполнен;Продукты;5411;Списание;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/APTEKA 36.6;539.01;RUR;Выполнен;Аптеки;5912;Списание;;;
09.03.2026;09.03.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;195872;RUR;Выполнен;Переводы;;Пополнение;;;
08.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;;;YANDEX.DISK;399;RUR;Выполнен;Облако;;Списание;;;
08.06.2026;10.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;327.84;RUR;Выполнен;Фастфуд;5814;Списание;;;
08.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;;;Moscow/KOFEMANIA;379.54;RUR;Выполнен;Кафе;5812;Списание;;;
08.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;OKKO.TV;499;RUR;Выполнен;Видео;;Списание;;;
08.03.2026;09.03.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK;399;RUR;Выполнен;Облако;;Списание;;;
08.03.2026;10.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/DOODOO PIZZA;603.57;RUR;Выполнен;Фастфуд;5814;Списание;;4;Рубли
07.08.2026;07.08.2026;Текущий счёт ;4,08178E+19;;;KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
07.07.2026;07.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;434.47;RUR;Выполнен;Кафе;5812;Списание;;;
07.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;;;OKKO.TV;499;RUR;Выполнен;Видео;;Списание;;;
07.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";306.99;RUR;Выполнен;Продукты;5411;Списание;;;
07.04.2026;07.04.2026;Текущий счёт ;4,08178E+19;;;OKKO;499;RUR;Выполнен;Видео;;Списание;;;
07.03.2026;07.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;20000;RUR;Выполнен;Наличные;6011;Списание;;;
06.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;;;OKKO.TV;499;RUR;Выполнен;Видео;;Списание;;;
06.03.2026;06.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;3000;RUR;Выполнен;Наличные;6011;Списание;;;
05.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;250.69;RUR;Выполнен;Фастфуд;5814;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
05.07.2026;06.07.2026;Текущий счёт ;4,08178E+19;;;ZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
05.06.2026;05.06.2026;Текущий счёт ;4,08178E+19;;;KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
05.04.2026;08.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/STOLOVAYA N4 GU;274.63;RUR;Выполнен;Фастфуд;5814;Списание;;;
05.03.2026;05.03.2026;Текущий счёт ;4,08178E+19;;;KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
05.03.2026;06.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/DOODOO PIZZA;854.37;RUR;Выполнен;Фастфуд;5814;Списание;;6;Рубли
05.03.2026;05.03.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;300;RUR;Выполнен;Переводы;;Пополнение;;;
04.05.2026;04.05.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
04.04.2026;05.04.2026;Текущий счёт ;4,08178E+19;;;KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
04.04.2026;06.04.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
04.03.2026;04.03.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;84968;RUR;Выполнен;Переводы;;Списание;;;
03.06.2026;05.06.2026;Текущий счёт ;4,08178E+19;;;ФИТМОСТ;3990;RUR;Выполнен;Фитнес;;Списание;;;
03.05.2026;05.05.2026;Текущий счёт ;4,08178E+19;;;KINOPOISK;399;RUR;Выполнен;Видео;;Списание;;;
03.03.2026;03.03.2026;Текущий счёт ;4,08178E+19;;;ZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
02.08.2026;04.08.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
02.08.2026;02.08.2026;Текущий счёт ;4,08178E+19;;;FITMOST.COM;3990;RUR;Выполнен;Фитнес;;Списание;;;
02.07.2026;04.07.2026;Текущий счёт ;4,08178E+19;;;FITMOST.COM;3990;RUR;Выполнен;Фитнес;;Списание;;;
02.07.2026;02.07.2026;Текущий счёт ;4,08178E+19;;;OZON;4291.9;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
02.04.2026;03.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/DOODOO PIZZA;694.04;RUR;Выполнен;Фастфуд;5814;Списание;;3;Рубли
01.07.2026;02.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/RIGLA;744.31;RUR;Выполнен;Аптеки;5912;Списание;;;
01.06.2026;01.06.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
01.06.2026;02.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";255.73;RUR;Выполнен;Продукты;5411;Списание;;4;Рубли
01.05.2026;03.05.2026;Текущий счёт ;4,08178E+19;;;FITMOST.COM;3990;RUR;Выполнен;Фитнес;;Списание;;;
01.05.2026;01.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/KRASNOE BELOE;195.09;RUR;Выполнен;Продукты;5499;Списание;;;
01.04.2026;02.04.2026;Текущий счёт ;4,08178E+19;;;ФИТМОСТ;3990;RUR;Выполнен;Фитнес;;Списание;;;
01.03.2026;03.03.2026;Текущий счёт ;4,08178E+19;;;FITMOST.COM;3990;RUR;Выполнен;Фитнес;;Списание;;;
