operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
29.06.2026;02.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;283.76;RUR;Выполнен;Фастфуд;5814;Списание;;;
29.06.2026;29.06.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
29.05.2026;31.05.2026;Текущий счёт ;4,08178E+19;;;НКО ПЕРСПЕКТИВА (ООО);148;RUR;Выполнен;Цифровые товары;5816;Списание;;;
29.04.2026;29.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;5000;RUR;Выполнен;Наличные;6011;Списание;;;
29.04.2026;29.04.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
29.04.2026;29.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
29.04.2026;01.05.2026;Текущий счёт ;4,08178E+19;;;Kazan/SPK EKATERINBUR;45.38;RUR;Выполнен;Транспорт;4111;Списание;;;
29.03.2026;29.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/SPK EKATERINBUR;43.31;RUR;Выполнен;Транспорт;4111;Списание;;8;Рубли
28.08.2026;31.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;44.65;RUR;Выполнен;Транспорт;4111;Списание;;;
28.08.2026;30.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";125.45;RUR;Выполнен;Продукты;5411;Списание;;;
28.06.2026;28.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;86.76;RUR;Выполнен;Кафе;5812;Списание;;;
28.06.2026;28.06.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/TRANSPORT TPP;42.59;RUR;Выполнен;Транспорт;4131;Списание;;4;Рубли
28.04.2026;28.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KOFEMANIA;289.05;RUR;Выполнен;Кафе;5812;Списание;;;
28.04.2026;30.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/STOLOVAYA N4 GU;357.54;RUR;Выполнен;Фастфуд;5814;Списание;;;
28.04.2026;01.05.2026;Текущий счёт ;4,08178E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";221.68;RUR;Выполнен;Продукты;5411;Списание;;;
28.04.2026;30.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/SHAWARMA HOUSE;330.39;RUR;Выполнен;Фастфуд;5814;Списание;;;
28.03.2026;31.03.2026;Текущий счёт ;4,08178E+19;;;Moscow/TRANSPORT TPP;42.07;RUR;Выполнен;Транспорт;4131;Списание;;;
27.08.2026;29.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/TRANSPORT TPP;42.73;RUR;Выполнен;Транспорт;4131;Списание;;;
27.07.2026;30.07.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/KOFEMANIA;509.97;RUR;Выполнен;Кафе;5812;Списание;;;
27.07.2026;27.07.2026;Текущий счёт ;4,08178E+19;;;Moscow/MAGNIT MM 1158;679.37;RUR;Выполнен;Продукты;5411;Списание;;;
27.07.2026;27.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/DOODOO PIZZA;609.24;RUR;Выполнен;Фастфуд;5814;Списание;;;
27.06.2026;28.06.2026;Текущий счёт ;4,08178E+19;;;Kazan/MONETKA;569.34;RUR;Выполнен;Продукты;5411;Списание;;;
27.06.2026;30.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;326.39;RUR;Выполнен;Кафе;5812;Списание;;12;Рубли
27.04.2026;29.04.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;258.68;RUR;Выполнен;Кафе;5812;Списание;;6;Рубли
27.04.2026;27.04.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;359.35;RUR;Выполнен;Кафе;5812;Списание;;;
27.03.2026;29.03.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/KOFEMANIA;444.86;RUR;Выполнен;Кафе;5812;Списание;;;
27.03.2026;28.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Kazan/SPK EKATERINBUR;43.71;RUR;Выполнен;Транспорт;4111;Списание;;;
27.03.2026;27.03.2026;Текущий счёт ;4,08178E+19;;;ЖКХ;8336;RUR;Выполнен;Переводы;;Списание;;;
27.03.2026;27.03.2026;Текущий счёт ;4,08178E+19;;;Детский сад;4345;RUR;Выполнен;Переводы;;Списание;;;
26.08.2026;28.08.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;344.2;RUR;Выполнен;Кафе;5812;Списание;;;
26.08.2026;27.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";163.43;RUR;Выполнен;Продукты;5411;Списание;;;
26.08.2026;28.08.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/SPK EKATERINBUR;43.41;RUR;Выполнен;Транспорт;4111;Списание;;14;Рубли
26.08.2026;26.08.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;84886;RUR;Выполнен;Переводы;;Списание;;;
26.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;12511;RUR;Выполнен;Переводы;;Пополнение;;;
26.07.2026;27.07.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/MAGNIT MM RAZME;318.14;RUR;Выполнен;Продукты;5411;Списание;;;
26.07.2026;29.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SPK EKATERINBUR;42.24;RUR;Выполнен;Транспорт;4111;Списание;;;
26.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;211350;RUR;Выполнен;Переводы;;Пополнение;;;
26.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;;;Moscow/DOODOO PIZZA;540.4;RUR;Выполнен;Фастфуд;5814;Списание;;;
26.06.2026;26.06.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;13881;RUR;Выполнен;Переводы;;Пополнение;;;
26.06.2026;26.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;15000;RUR;Выполнен;Наличные;6011;Списание;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2168;RUR;Выполнен;Переводы;;Списание;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;80028;RUR;Выполнен;Переводы;;Пополнение;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;81333;RUR;Выполнен;Переводы;;Пополнение;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АЛЬФА-М""";247.74;RUR;Выполнен;Продукты;5411;Списание;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;ВК МУЗЫКА;299;RUR;Выполнен;Музыка;;Списание;;;
26.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;210907;RUR;Выполнен;Переводы;;Пополнение;;;
26.04.2026;26.04.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;70561;RUR;Выполнен;Переводы;;Пополнение;;;
26.04.2026;28.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";141.32;RUR;Выполнен;Продукты;5411;Списание;;;
26.04.2026;27.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/TRANSPORT TPP;43.32;RUR;Выполнен;Транспорт;4131;Списание;;3;Рубли
26.04.2026;26.04.2026;Текущий счёт ;4,08178E+19;;;ПАО КамАЗ;97242;RUR;Выполнен;Переводы;;Пополнение;;;
26.04.2026;28.04.2026;Текущий счёт ;4,08178E+19;;;ВК МУЗЫКА;299;RUR;Выполнен;Музыка;;Списание;;;
26.03.2026;26.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;5000;RUR;Выполнен;Наличные;6011;Списание;;;
26.03.2026;26.03.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;187202;RUR;Выполнен;Переводы;;Пополнение;;;
25.08.2026;25.08.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;12322;RUR;Выполнен;Переводы;;Пополнение;;;
25.08.2026;26.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";231.45;RUR;Выполнен;Продукты;5411;Списание;;;
25.08.2026;27.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
25.08.2026;26.08.2026;Текущий счёт ;4,08178E+19;;;VK.COM/MUSIC;299;RUR;Выполнен;Музыка;;Списание;;;
25.07.2026;25.07.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;85035;RUR;Выполнен;Переводы;;Списание;;;
25.06.2026;25.06.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;103369;RUR;Выполнен;Переводы;;Пополнение;;;
25.06.2026;25.06.2026;Текущий счёт ;4,08178E+19;;;WILDBERRIES;3986.19;RUR;Выполнен;Маркетплейсы;5300;Списание;;15;Рубли
25.05.2026;25.05.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;12177;RUR;Выполнен;Переводы;;Пополнение;;;
25.05.2026;25.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KRASNOE BELOE;253.07;RUR;Выполнен;Продукты;5499;Списание;;6;Рубли
25.05.2026;25.05.2026;Текущий счёт ;4,08178E+19;;;ПАО КамАЗ;102454;RUR;Выполнен;Переводы;;Пополнение;;;
25.05.2026;28.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;2465.65;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
25.05.2026;25.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;248.14;RUR;Выполнен;Фастфуд;5814;Списание;;3;Рубли
25.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;14472;RUR;Выполнен;Переводы;;Пополнение;;;
25.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;189924;RUR;Выполнен;Переводы;;Пополнение;;;
25.03.2026;26.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/APTEKA 36.6;528.12;RUR;Выполнен;Аптеки;5912;Списание;;13;Рубли
25.03.2026;25.03.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;81347;RUR;Выполнен;Переводы;;Пополнение;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;ЛИТРЕС;299;RUR;Выполнен;Книги;;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;44.67;RUR;Выполнен;Транспорт;4111;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;44862;RUR;Выполнен;Переводы;;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;ПАО КамАЗ;96507;RUR;Выполнен;Переводы;;Пополнение;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;Детский сад;4339;RUR;Выполнен;Переводы;;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;80731;RUR;Выполнен;Переводы;;Пополнение;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;20000;RUR;Выполнен;Наличные;6011;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;;;АО Финтех;210124;RUR;Выполнен;Переводы;;Пополнение;;;
24.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;;;LITRES;299;RUR;Выполнен;Книги;;Списание;;;
24.07.2026;24.07.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;115069;RUR;Выполнен;Переводы;;Пополнение;;;
24.07.2026;24.07.2026;Текущий счёт ;4,08178E+19;;;ВК МУЗЫКА;299;RUR;Выполнен;Музыка;;Списание;;;
24.07.2026;25.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";343.89;RUR;Выполнен;Продукты;5411;Списание;;;
24.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;3877.59;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
24.06.2026;27.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KOFEMANIA;303.85;RUR;Выполнен;Кафе;5812;Списание;;;
24.06.2026;27.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;44.82;RUR;Выполнен;Транспорт;4111;Списание;;;
24.06.2026;25.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";790.02;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
24.06.2026;24.06.2026;Текущий счёт ;4,08178E+19;;;ПАО КамАЗ;119915;RUR;Выполнен;Переводы;;Пополнение;;;
24.06.2026;26.06.2026;Текущий счёт ;4,08178E+19;;;SBERPRIME;399;RUR;Выполнен;Экосистема;;Списание;;;
24.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;Возврат DNS;3487.34;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
24.05.2026;25.05.2026;Текущий счёт ;4,08178E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
24.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;42.95;RUR;Выполнен;Транспорт;4111;Списание;;;
24.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;15;Рубли
24.04.2026;24.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Kazan/MONETKA;680.87;RUR;Выполнен;Продукты;5411;Списание;;;
24.04.2026;24.04.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;80482;RUR;Выполнен;Переводы;;Пополнение;;;
24.04.2026;24.04.2026;Текущий счёт ;4,08178E+19;;;SBERPRIME;399;RUR;Выполнен;Экосистема;;Списание;;;
24.04.2026;27.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/STOLOVAYA N4 GU;296.65;RUR;Выполнен;Фастфуд;5814;Списание;;;
24.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;OZON;3339.52;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
24.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;13470;RUR;Выполнен;Переводы;;Пополнение;;;
24.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
24.03.2026;26.03.2026;Текущий счёт ;4,08178E+19;;;НКО ПЕРСПЕКТИВА (ООО);55;RUR;Выполнен;Цифровые товары;5816;Списание;;;
24.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/MAGNIT MM KLERIK;385.53;RUR;Выполнен;Продукты;5411;Списание;;;
23.08.2026;26.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";278.99;RUR;Выполнен;Продукты;5411;Списание;;;
23.08.2026;26.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/KRASNOE BELOE;593.0;RUR;Выполнен;Продукты;5499;Списание;;;
23.06.2026;23.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
23.06.2026;24.06.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АНЛОКИФАЙ""";150;RUR;Выполнен;Цифровые товары;5816;Списание;;;
23.06.2026;23.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/MONETKA;387.6;RUR;Выполнен;Продукты;5411;Списание;;;
23.06.2026;23.06.2026;Текущий счёт ;4,08178E+19;;;VK.COM/MUSIC;299;RUR;Выполнен;Музыка;;Списание;;;
23.05.2026;24.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/APTEKA 36.6;1122.4;RUR;Выполнен;Аптеки;5912;Списание;;;
23.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/SPK EKATERINBUR;43.4;RUR;Выполнен;Транспорт;4111;Списание;;;
23.04.2026;23.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";283.82;RUR;Выполнен;Продукты;5411;Списание;;;
23.04.2026;24.04.2026;Текущий счёт ;4,08178E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";360.58;RUR;Выполнен;Продукты;5411;Списание;;;
23.04.2026;26.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;296.13;RUR;Выполнен;Кафе;5812;Списание;;14;Рубли
23.03.2026;23.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KRASNOE BELOE;539.92;RUR;Выполнен;Продукты;5499;Списание;;;
23.03.2026;23.03.2026;Текущий счёт ;4,08178E+19;;;Мама И.;1986;RUR;Выполнен;Переводы;;Списание;;;
23.03.2026;25.03.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АЛЬФА-М""";46.01;RUR;Выполнен;Продукты;5411;Списание;;;
23.03.2026;23.03.2026;Текущий счёт ;4,08178E+19;;;VK.COM/MUSIC;299;RUR;Выполнен;Музыка;;Списание;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;300;RUR;Выполнен;Переводы;;Пополнение;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
22.08.2026;23.08.2026;Текущий счёт ;4,08178E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
22.08.2026;23.08.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АГРОТОРГ""";246.29;RUR;Выполнен;Продукты;5411;Списание;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";1034.68;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
22.08.2026;25.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SPK EKATERINBUR;43.7;RUR;Выполнен;Транспорт;4111;Списание;;;
22.08.2026;23.08.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
22.07.2026;22.07.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
22.07.2026;22.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;5000;RUR;Выполнен;Наличные;6011;Списание;;;
22.06.2026;24.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/TRANSPORT TPP;43.49;RUR;Выполнен;Транспорт;4131;Списание;;;
22.05.2026;22.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;42.04;RUR;Выполнен;Транспорт;4111;Списание;;;
22.05.2026;22.05.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;84931;RUR;Выполнен;Переводы;;Списание;;;
22.04.2026;22.04.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2119;RUR;Выполнен;Переводы;;Списание;;;
22.04.2026;22.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";223.55;RUR;Выполнен;Продукты;5411;Списание;;;
22.04.2026;22.04.2026;Текущий счёт ;4,08178E+19;;;ЖКХ;8523;RUR;Выполнен;Переводы;;Списание;;;
22.03.2026;22.03.2026;Текущий счёт ;4,08178E+19;;;Kazan/MAGNIT MM 4732;924.65;RUR;Выполнен;Продукты;5411;Списание;;11;Рубли
22.03.2026;22.03.2026;Текущий счёт ;4,08178E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
21.08.2026;23.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/MAGNIT MM 1158;649.51;RUR;Выполнен;Продукты;5411;Списание;;5;Рубли
21.08.2026;23.08.2026;Текущий счёт ;4,08178E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
21.08.2026;21.08.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
21.07.2026;21.07.2026;Текущий счёт ;4,08178E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
21.07.2026;24.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/KOFEMANIA;540.27;RUR;Выполнен;Кафе;5812;Списание;;5;Рубли
21.07.2026;21.07.2026;Текущий счёт ;4,08178E+19;;;IVI;399;RUR;Выполнен;Видео;;Списание;;;
21.07.2026;21.07.2026;Текущий счёт ;4,08178E+19;;;Moscow/MONETKA;384.84;RUR;Выполнен;Продукты;5411;Списание;;;
21.06.2026;21.06.2026;Текущий счёт ;4,08178E+19;;;Александр К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
21.06.2026;22.06.2026;Текущий счёт ;4,08178E+19;;;Moscow/SHAWARMA HOUSE;288.05;RUR;Выполнен;Фастфуд;5814;Списание;;;
21.05.2026;23.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KRASNOE BELOE;597.82;RUR;Выполнен;Продукты;5499;Списание;;;
21.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/MAGNIT MM RAZME;728.13;RUR;Выполнен;Продукты;5411;Списание;;;
21.05.2026;23.05.2026;Текущий счёт ;4,08178E+19;;;Возврат WILDBERRIES;4256.26;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
21.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
21.04.2026;21.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/STOLOVAYA N4 GU;310.89;RUR;Выполнен;Фастфуд;5814;Списание;;3;Рубли
21.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/STOLOVAYA N4 GU;221.4;RUR;Выполнен;Фастфуд;5814;Списание;;;
21.03.2026;21.03.2026;Текущий счёт ;4,08178E+19;;;Moscow/SPK EKATERINBUR;42.66;RUR;Выполнен;Транспорт;4111;Списание;;;
20.08.2026;21.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Kazan/RIGLA;179.52;RUR;Выполнен;Аптеки;5912;Списание;;;
20.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;;;ООО ИВИ.РУ;399;RUR;Выполнен;Видео;;Списание;;;
20.07.2026;20.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
20.07.2026;23.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";318.32;RUR;Выполнен;Продукты;5411;Списание;;;
