operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
24.08.2026;24.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;44.67;RUR;Выполнен;Транспорт;4111;Списание;;;
24.07.2026;26.07.2026;Текущий счёт ;4,08178E+19;;;LITRES;299;RUR;Выполнен;Книги;;Списание;;;
24.06.2026;27.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KOFEMANIA;303.85;RUR;Выполнен;Кафе;5812;Списание;;;
24.06.2026;27.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;44.82;RUR;Выполнен;Транспорт;4111;Списание;;;
24.05.2026;26.05.2026;Текущий счёт ;4,08178E+19;;;Возврат DNS;3487.34;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
24.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;42.95;RUR;Выполнен;Транспорт;4111;Списание;;;
24.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;15;Рубли
24.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;;;Министерство образования;13470;RUR;Выполнен;Переводы;;Пополнение;;;
23.04.2026;25.04.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/SPK EKATERINBUR;43.4;RUR;Выполнен;Транспорт;4111;Списание;;;
23.03.2026;23.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KRASNOE BELOE;539.92;RUR;Выполнен;Продукты;5499;Списание;;;
23.03.2026;23.03.2026;Текущий счёт ;4,08178E+19;;;Мама И.;1986;RUR;Выполнен;Переводы;;Списание;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;300;RUR;Выполнен;Переводы;;Пополнение;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
22.05.2026;22.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;42.04;RUR;Выполнен;Транспорт;4111;Списание;;;
22.04.2026;22.04.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2119;RUR;Выполнен;Переводы;;Списание;;;
21.06.2026;21.06.2026;Текущий счёт ;4,08178E+19;;;Александр К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
21.05.2026;23.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/KRASNOE BELOE;597.82;RUR;Выполнен;Продукты;5499;Списание;;;
21.04.2026;21.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/STOLOVAYA N4 GU;310.89;RUR;Выполнен;Фастфуд;5814;Списание;;3;Рубли
21.03.2026;24.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/STOLOVAYA N4 GU;221.4;RUR;Выполнен;Фастфуд;5814;Списание;;;
20.07.2026;20.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
20.05.2026;20.05.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/MAGNIT MM KLERIK;144.88;RUR;Выполнен;Продукты;5411;Списание;;;
20.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/TRANSPORT TPP;43.8;RUR;Выполнен;Транспорт;4131;Списание;;;
20.03.2026;20.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/TRANSPORT TPP;42.81;RUR;Выполнен;Транспорт;4131;Списание;;;
19.07.2026;22.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";369.84;RUR;Выполнен;Продукты;5411;Списание;;;
19.06.2026;20.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/TRANSPORT TPP;42.09;RUR;Выполнен;Транспорт;4131;Списание;;;
19.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;500;RUR;Выполнен;Переводы;;Пополнение;;;
18.08.2026;18.08.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/TRANSPORT TPP;42.8;RUR;Выполнен;Транспорт;4131;Списание;;2;Рубли
18.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/TRANSPORT TPP;43.01;RUR;Выполнен;Транспорт;4131;Списание;;6;Рубли
17.08.2026;17.08.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/STOLOVAYA N4 GU;168.18;RUR;Выполнен;Фастфуд;5814;Списание;;;
17.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;;;YANDEX.PLUS;299;RUR;Выполнен;Видео;;Списание;;;
17.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2141;RUR;Выполнен;Переводы;;Списание;;;
17.04.2026;18.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;45.13;RUR;Выполнен;Транспорт;4111;Списание;;;
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Видео;;Списание;;;
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/SPK EKATERINBUR;42.23;RUR;Выполнен;Транспорт;4111;Списание;;;
15.08.2026;15.08.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2146;RUR;Выполнен;Переводы;;Списание;;;
15.04.2026;15.04.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Видео;;Списание;;;
15.04.2026;15.04.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;2000;RUR;Выполнен;Переводы;;Пополнение;;;
14.08.2026;17.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/SPK EKATERINBUR;43.6;RUR;Выполнен;Транспорт;4111;Списание;;;
14.06.2026;14.06.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;;;YANDEX.PLUS;299;RUR;Выполнен;Видео;;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/TRANSPORT TPP;42.88;RUR;Выполнен;Транспорт;4131;Списание;;;
14.04.2026;15.04.2026;Текущий счёт ;4,08178E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";463.84;RUR;Выполнен;Продукты;5411;Списание;;;
14.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/APTEKA 36.6;202.2;RUR;Выполнен;Аптеки;5912;Списание;;;
13.08.2026;13.08.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Видео;;Списание;;;
13.07.2026;13.07.2026;Текущий счёт ;4,08178E+19;;;Мама И.;2083;RUR;Выполнен;Переводы;;Списание;;;
13.06.2026;14.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";107.99;RUR;Выполнен;Продукты;5411;Списание;;;
13.03.2026;13.03.2026;Текущий счёт ;4,08178E+19;;;YANDEX.PLUS;299;RUR;Выполнен;Видео;;Списание;;;
13.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
12.08.2026;12.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/MAGNIT MM 3274;678.24;RUR;Выполнен;Продукты;5411;Списание;;8;Рубли
12.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;"АО ""ТАНДЕР""";71.4;RUR;Выполнен;Продукты;5411;Списание;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/SPK EKATERINBUR;45.46;RUR;Выполнен;Транспорт;4111;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;14;Рубли
10.03.2026;11.03.2026;Текущий счёт ;4,08178E+19;;;CLOUD.MAIL.RU;199;RUR;Выполнен;Облако;;Списание;;;
09.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;;;MAIL.RU CLOUD;199;RUR;Выполнен;Облако;;Списание;;;
09.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";323.31;RUR;Выполнен;Продукты;5411;Списание;;;
09.04.2026;11.04.2026;Текущий счёт ;4,08178E+19;;;MAIL.RU CLOUD;199;RUR;Выполнен;Облако;;Списание;;;
08.08.2026;09.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";318.26;RUR;Выполнен;Продукты;5411;Списание;;;
08.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/MAGNIT MM 4732;1195.66;RUR;Выполнен;Продукты;5411;Списание;;;
08.06.2026;08.06.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/TRANSPORT TPP;43.97;RUR;Выполнен;Транспорт;4131;Списание;;13;Рубли
08.05.2026;08.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;OZON;3028.77;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
07.08.2026;07.08.2026;Текущий счёт ;4,08178E+19;;;Александр К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
07.07.2026;07.07.2026;Текущий счёт ;4,08178E+19;;;MAIL.RU CLOUD;199;RUR;Выполнен;Облако;;Списание;;;
06.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;;;MAIL.RU CLOUD;199;RUR;Выполнен;Облако;;Списание;;;
06.05.2026;06.05.2026;Текущий счёт ;4,08178E+19;;;VK CLOUD;199;RUR;Выполнен;Облако;;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/MAGNIT MM 1158;1175.34;RUR;Выполнен;Продукты;5411;Списание;;;
05.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";107.52;RUR;Выполнен;Продукты;5411;Списание;;15;Рубли
05.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
02.05.2026;02.05.2026;Текущий счёт ;4,08178E+19;;;Ekaterinburg/TRANSPORT TPP;42.81;RUR;Выполнен;Транспорт;4131;Списание;;;
02.04.2026;02.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;158.87;RUR;Выполнен;Кафе;5812;Списание;;;
01.04.2026;04.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/PYATEROCHKA 1158;690.74;RUR;Выполнен;Продукты;5411;Списание;;;
01.04.2026;01.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ekaterinburg/TRANSPORT TPP;43.48;RUR;Выполнен;Транспорт;4131;Списание;;5;Рубли
