operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
21.07.2026;24.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/KOFEMANIA;540.27;RUR;Выполнен;Кафе;5812;Списание;;5;Рубли
21.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
20.03.2026;20.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/TRANSPORT TPP;43.56;RUR;Выполнен;Транспорт;4131;Списание;;;
19.07.2026;22.07.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/MAGNIT MM 3274;122.28;RUR;Выполнен;Продукты;5411;Списание;;;
19.06.2026;19.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/TRANSPORT TPP;42.86;RUR;Выполнен;Транспорт;4131;Списание;;;
19.04.2026;21.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;OZON;2733.4;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
18.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/SHAWARMA HOUSE;287.43;RUR;Выполнен;Фастфуд;5814;Списание;;;
16.08.2026;17.08.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/STOLOVAYA N4 GU;387.41;RUR;Выполнен;Фастфуд;5814;Списание;;5;Рубли
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;84874;RUR;Выполнен;Переводы;;Пополнение;;;
16.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АЛЬФА-М""";339.54;RUR;Выполнен;Продукты;5411;Списание;;;
16.03.2026;18.03.2026;Текущий счёт ;4,08178E+19;;;LESTA GAMES;1000;RUR;Выполнен;Игры;;Списание;;;
16.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;77600;RUR;Выполнен;Переводы;;Пополнение;;;
16.03.2026;18.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/MONETKA;711.88;RUR;Выполнен;Продукты;5411;Списание;;;
15.08.2026;15.08.2026;Текущий счёт ;4,08178E+19;;;НКО ПЕРСПЕКТИВА (ООО);99;RUR;Выполнен;Цифровые товары;5816;Списание;;;
15.08.2026;15.08.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;76335;RUR;Выполнен;Переводы;;Пополнение;;;
15.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;;;LESTA;1000;RUR;Выполнен;Игры;;Списание;;;
15.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АНЛОКИФАЙ""";200;RUR;Выполнен;Цифровые товары;5816;Списание;;;
15.07.2026;15.07.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
15.06.2026;15.06.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;79128;RUR;Выполнен;Переводы;;Пополнение;;;
15.05.2026;16.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;11;Рубли
15.04.2026;17.04.2026;Текущий счёт ;4,08178E+19;;;LESTA.RU;1000;RUR;Выполнен;Игры;;Списание;;;
15.04.2026;15.04.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;80543;RUR;Выполнен;Переводы;;Пополнение;;;
14.08.2026;14.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;3000;RUR;Выполнен;Наличные;6011;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;;;ООО Геймдев;80401;RUR;Выполнен;Переводы;;Пополнение;;;
14.05.2026;16.05.2026;Текущий счёт ;4,08178E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";317.0;RUR;Выполнен;Продукты;5411;Списание;;13;Рубли
13.06.2026;13.06.2026;Текущий счёт ;4,08178E+19;;;LESTA.RU;1000;RUR;Выполнен;Игры;;Списание;;;
13.03.2026;13.03.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АНЛОКИФАЙ""";76.25;RUR;Выполнен;Цифровые товары;5816;Списание;;;
12.08.2026;13.08.2026;Текущий счёт ;4,08178E+19;;;LESTA;1000;RUR;Выполнен;Игры;;Списание;;;
12.07.2026;14.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/SPK EKATERINBUR;45.96;RUR;Выполнен;Транспорт;4111;Списание;;;
12.05.2026;13.05.2026;Текущий счёт ;4,08178E+19;;;LESTA.RU;1000;RUR;Выполнен;Игры;;Списание;;;
12.05.2026;12.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
12.04.2026;12.04.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
12.04.2026;12.04.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;2000;RUR;Выполнен;Переводы;;Пополнение;;;
09.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;;;VKPLAY;999;RUR;Выполнен;Игры;;Списание;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;VKPLAY;999;RUR;Выполнен;Игры;;Списание;;;
09.03.2026;09.03.2026;Текущий счёт ;4,08178E+19;;;Александр К.;500;RUR;Выполнен;Переводы;;Пополнение;;;
08.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;;;VK PLAY;999;RUR;Выполнен;Игры;;Списание;;;
08.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;VKPLAY;999;RUR;Выполнен;Игры;;Списание;;;
08.03.2026;10.03.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;444.27;RUR;Выполнен;Кафе;5812;Списание;;7;Рубли
07.08.2026;09.08.2026;Текущий счёт ;4,08178E+19;;;Возврат OZON;1063.97;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
07.06.2026;07.06.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/MONETKA;213.57;RUR;Выполнен;Продукты;5411;Списание;;;
07.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/SHAWARMA HOUSE;256.26;RUR;Выполнен;Фастфуд;5814;Списание;;2;Рубли
07.04.2026;10.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;OZON;2024.66;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
07.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/SPK EKATERINBUR;45.15;RUR;Выполнен;Транспорт;4111;Списание;;;
06.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
06.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/SHAWARMA HOUSE;245.65;RUR;Выполнен;Фастфуд;5814;Списание;;4;Рубли
06.04.2026;06.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;OZON;2424.6;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
05.08.2026;05.08.2026;Текущий счёт ;4,08178E+19;;;VK PLAY PLUS;999;RUR;Выполнен;Игры;;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;;;VKPLAY;999;RUR;Выполнен;Игры;;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/KRASNOE BELOE;251.94;RUR;Выполнен;Продукты;5499;Списание;;2;Рубли
04.08.2026;04.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
03.06.2026;03.06.2026;Текущий счёт ;4,08178E+19;;;Novosibirsk/STOLOVAYA N4 GU;436.02;RUR;Выполнен;Фастфуд;5814;Списание;;;
03.06.2026;03.06.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
03.05.2026;05.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/STOLOVAYA N4 GU;341.69;RUR;Выполнен;Фастфуд;5814;Списание;;;
03.04.2026;03.04.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
03.03.2026;06.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Novosibirsk/DOODOO PIZZA;682.25;RUR;Выполнен;Фастфуд;5814;Списание;;;
02.05.2026;02.05.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
