operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
26.05.2026;28.05.2026;Текущий счёт ;4,08E+19;;;Возврат OZON;4171.04;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
26.03.2026;26.03.2026;Текущий счёт ;4,08E+19;;;ИП Смирнова Е.А.;66624;RUR;Выполнен;Переводы;;Пополнение;;;
25.08.2026;28.08.2026;Текущий счёт ;4,08E+19;;;OZON;4638.6;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
25.07.2026;25.07.2026;Текущий счёт ;4,08E+19;;;ИП Смирнова Е.А.;57901;RUR;Выполнен;Переводы;;Пополнение;;;
25.06.2026;26.06.2026;Текущий счёт ;4,08E+19;;;WILDBERRIES;3825.33;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
25.06.2026;25.06.2026;Текущий счёт ;4,08E+19;;;Оксана К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
25.05.2026;28.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;200.15;RUR;Выполнен;Кафе;5812;Списание;;;
25.04.2026;28.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";249.13;RUR;Выполнен;Продукты;5411;Списание;;;
25.03.2026;25.03.2026;Текущий счёт ;4,08E+19;;;Новосибирск/MONETKA;316.5;RUR;Выполнен;Продукты;5411;Списание;;;
24.08.2026;25.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";533.92;RUR;Выполнен;Продукты;5411;Списание;;;
24.08.2026;27.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/DOODOO PIZZA;495.05;RUR;Выполнен;Фастфуд;5814;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;42.13;RUR;Выполнен;Транспорт;4111;Списание;;;
24.08.2026;24.08.2026;Текущий счёт ;4,08E+19;;;Максим;201.55;RUR;Выполнен;Транспорт;4121;Списание;;;
24.07.2026;25.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;43.15;RUR;Выполнен;Транспорт;4111;Списание;;;
24.04.2026;24.04.2026;Текущий счёт ;4,08E+19;;;ИП Смирнова Е.А.;62794;RUR;Выполнен;Переводы;;Пополнение;;;
23.08.2026;24.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;4;Рубли
23.06.2026;25.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";145.1;RUR;Выполнен;Продукты;5411;Списание;;12;Рубли
23.06.2026;25.06.2026;Текущий счёт ;4,08E+19;;;Возврат WILDBERRIES;1554.53;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
23.04.2026;23.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/PYATEROCHKA KLERIK;724.53;RUR;Выполнен;Продукты;5411;Списание;;;
22.08.2026;22.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
22.07.2026;23.07.2026;Текущий счёт ;4,08E+19;;;Новосибирск/KOFEMANIA;290.44;RUR;Выполнен;Кафе;5812;Списание;;;
22.05.2026;24.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/TRANSPORT TPP;42.3;RUR;Выполнен;Транспорт;4131;Списание;;;
22.04.2026;25.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/MAGNIT MM KLERIK;387.39;RUR;Выполнен;Продукты;5411;Списание;;;
21.06.2026;24.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/MONETKA;737.5;RUR;Выполнен;Продукты;5411;Списание;;2;Рубли
21.04.2026;21.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Максим;299.21;RUR;Выполнен;Транспорт;4121;Списание;;;
19.08.2026;19.08.2026;Текущий счёт ;4,08E+19;;;Ипотека;45070;RUR;Выполнен;Переводы;;Списание;;;
19.06.2026;19.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";255.16;RUR;Выполнен;Продукты;5411;Списание;;;
19.05.2026;21.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";175.3;RUR;Выполнен;Продукты;5411;Списание;;;
19.04.2026;19.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";1589.13;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
18.07.2026;18.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/APTEKA 36.6;413.9;RUR;Выполнен;Аптеки;5912;Списание;;;
18.05.2026;19.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;44.82;RUR;Выполнен;Транспорт;4111;Списание;;;
18.03.2026;18.03.2026;Текущий счёт ;4,08E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
18.03.2026;18.03.2026;Текущий счёт ;4,08E+19;;;Ситимобил;478.3;RUR;Выполнен;Транспорт;4121;Списание;;12;Рубли
17.08.2026;18.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";131.09;RUR;Выполнен;Продукты;5411;Списание;;;
17.08.2026;19.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SHAWARMA HOUSE;228.58;RUR;Выполнен;Фастфуд;5814;Списание;;2;Рубли
17.08.2026;18.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;OZON;3556.01;RUR;Выполнен;Маркетплейсы;5300;Списание;;2;Рубли
17.06.2026;17.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Яндекс Такси;766.96;RUR;Выполнен;Транспорт;4121;Списание;;14;Рубли
17.06.2026;17.06.2026;Текущий счёт ;4,08E+19;;;Ипотека;45134;RUR;Выполнен;Переводы;;Списание;;;
17.04.2026;19.04.2026;Текущий счёт ;4,08E+19;;;SBERPRIME;399;RUR;Выполнен;Экосистема;;Списание;;;
17.03.2026;19.03.2026;Текущий счёт ;4,08E+19;;;SBERPRIME;399;RUR;Выполнен;Экосистема;;Списание;;;
16.08.2026;17.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";117.38;RUR;Выполнен;Продукты;5411;Списание;;12;Рубли
16.07.2026;16.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Яндекс Такси;618.97;RUR;Выполнен;Транспорт;4121;Списание;;7;Рубли
16.07.2026;17.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";510.88;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
16.05.2026;16.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Максим;202.78;RUR;Выполнен;Транспорт;4121;Списание;;;
15.05.2026;17.05.2026;Текущий счёт ;4,08E+19;;;Новосибирск/RIGLA;266.99;RUR;Выполнен;Аптеки;5912;Списание;;11;Рубли
14.08.2026;14.08.2026;Текущий счёт ;4,08E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
14.08.2026;14.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/MAGNIT MM 3274;742.83;RUR;Выполнен;Продукты;5411;Списание;;;
14.07.2026;16.07.2026;Текущий счёт ;4,08E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
14.04.2026;14.04.2026;Текущий счёт ;4,08E+19;;;Ипотека;44841;RUR;Выполнен;Переводы;;Списание;;;
14.03.2026;14.03.2026;Текущий счёт ;4,08E+19;;;Ипотека;44995;RUR;Выполнен;Переводы;;Списание;;;
13.08.2026;15.08.2026;Текущий счёт ;4,08E+19;;;YANDEX PLUS;399;RUR;Выполнен;Экосистема;;Списание;;;
13.08.2026;13.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";63.26;RUR;Выполнен;Продукты;5411;Списание;;;
13.08.2026;15.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;OZON;4186.85;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
13.08.2026;14.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";1292.37;RUR;Выполнен;Маркетплейсы;5300;Списание;;3;Рубли
13.07.2026;13.07.2026;Текущий счёт ;4,08E+19;;;ЯНДЕКС ПЛЮС;399;RUR;Выполнен;Экосистема;;Списание;;;
13.07.2026;14.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";264.17;RUR;Выполнен;Продукты;5411;Списание;;;
13.06.2026;15.06.2026;Текущий счёт ;4,08E+19;;;СБЕРПРАЙМ;399;RUR;Выполнен;Экосистема;;Списание;;;
13.04.2026;14.04.2026;Текущий счёт ;4,08E+19;;;"АО ""ТАНДЕР""";471.94;RUR;Выполнен;Продукты;5411;Списание;;9;Рубли
13.03.2026;13.03.2026;Текущий счёт ;4,08E+19;;;ЯНДЕКС ПЛЮС;399;RUR;Выполнен;Экосистема;;Списание;;;
13.03.2026;13.03.2026;Текущий счёт ;4,08E+19;;;"ООО ""АГРОТОРГ""";60.05;RUR;Выполнен;Продукты;5411;Списание;;;
12.07.2026;14.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/MONETKA;449.13;RUR;Выполнен;Продукты;5411;Списание;;;
12.07.2026;14.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/RIGLA;446.92;RUR;Выполнен;Аптеки;5912;Списание;;8;Рубли
12.06.2026;12.06.2026;Текущий счёт ;4,08E+19;;;IVI;399;RUR;Выполнен;Видео;;Списание;;;
12.06.2026;15.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";273.56;RUR;Выполнен;Продукты;5411;Списание;;11;Рубли
12.06.2026;12.06.2026;Текущий счёт ;4,08E+19;;;Детский кружок;3426;RUR;Выполнен;Переводы;;Списание;;;
12.04.2026;12.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";411.29;RUR;Выполнен;Продукты;5411;Списание;;;
12.04.2026;13.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";329.46;RUR;Выполнен;Продукты;5411;Списание;;;
11.08.2026;11.08.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;83396;RUR;Выполнен;Переводы;;Пополнение;;;
11.08.2026;11.08.2026;Текущий счёт ;4,08E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;11;Рубли
11.07.2026;12.07.2026;Текущий счёт ;4,08E+19;;;IVI.RU;399;RUR;Выполнен;Видео;;Списание;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08E+19;;;ЯНДЕКС ПЛЮС;399;RUR;Выполнен;Экосистема;;Списание;;;
11.05.2026;11.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08E+19;;;ЯНДЕКС ПЛЮС;399;RUR;Выполнен;Экосистема;;Списание;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08E+19;;;IVI.RU;399;RUR;Выполнен;Видео;;Списание;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;98158;RUR;Выполнен;Переводы;;Пополнение;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08E+19;;;Детский кружок;3644;RUR;Выполнен;Переводы;;Списание;;;
11.03.2026;11.03.2026;Текущий счёт ;4,08E+19;;;Юрий Л.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
10.08.2026;10.08.2026;Текущий счёт ;4,08E+19;;;IVI.RU;399;RUR;Выполнен;Видео;;Списание;;;
10.07.2026;10.07.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;82213;RUR;Выполнен;Переводы;;Пополнение;;;
10.06.2026;10.06.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;88311;RUR;Выполнен;Переводы;;Пополнение;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08E+19;;;YANDEX PLUS;399;RUR;Выполнен;Экосистема;;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08E+19;;;IVI;399;RUR;Выполнен;Видео;;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;81426;RUR;Выполнен;Переводы;;Пополнение;;;
10.03.2026;10.03.2026;Текущий счёт ;4,08E+19;;;IVI.RU;399;RUR;Выполнен;Видео;;Списание;;;
09.04.2026;10.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;42.17;RUR;Выполнен;Транспорт;4111;Списание;;;
09.03.2026;09.03.2026;Текущий счёт ;4,08E+19;;;ООО Сибирь-Телеком;97237;RUR;Выполнен;Переводы;;Пополнение;;;
08.04.2026;11.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/MONETKA;574.66;RUR;Выполнен;Продукты;5411;Списание;;;
08.04.2026;09.04.2026;Текущий счёт ;4,08E+19;;;"ООО ""АГРОТОРГ""";348.75;RUR;Выполнен;Продукты;5411;Списание;;;
08.03.2026;10.03.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/RIGLA;315.4;RUR;Выполнен;Аптеки;5912;Списание;;4;Рубли
07.08.2026;07.08.2026;Текущий счёт ;4,08E+19;;;Оксана К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
07.06.2026;08.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;45.83;RUR;Выполнен;Транспорт;4111;Списание;;;
07.05.2026;09.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/SPK EKATERINBUR;42.86;RUR;Выполнен;Транспорт;4111;Списание;;;
07.05.2026;09.05.2026;Текущий счёт ;4,08E+19;;;Возврат OZON;1130.61;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
07.04.2026;08.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/STOLOVAYA N4 GU;391.19;RUR;Выполнен;Фастфуд;5814;Списание;;;
07.03.2026;08.03.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/DOODOO PIZZA;664.99;RUR;Выполнен;Фастфуд;5814;Списание;;7;Рубли
06.07.2026;06.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";122.73;RUR;Выполнен;Продукты;5411;Списание;;;
06.06.2026;08.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";581.54;RUR;Выполнен;Продукты;5411;Списание;;;
06.03.2026;07.03.2026;Текущий счёт ;4,08E+19;;;"ООО БАНК ""ПЭЙДЖИН""";2435.07;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
06.03.2026;06.03.2026;Текущий счёт ;4,08E+19;;;Детский кружок;3687;RUR;Выполнен;Переводы;;Списание;;;
05.08.2026;06.08.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;1780.21;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08E+19;;;Детский кружок;3396;RUR;Выполнен;Переводы;;Списание;;;
05.05.2026;05.05.2026;Текущий счёт ;4,08E+19;;;"АО ""ТАНДЕР""";111.63;RUR;Выполнен;Продукты;5411;Списание;;7;Рубли
05.04.2026;06.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";220.54;RUR;Выполнен;Продукты;5411;Списание;;4;Рубли
04.06.2026;05.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/KRASNOE BELOE;322.28;RUR;Выполнен;Продукты;5499;Списание;;;
04.06.2026;06.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/DOODOO PIZZA;692.75;RUR;Выполнен;Фастфуд;5814;Списание;;;
04.06.2026;04.06.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/DOODOO PIZZA;559.25;RUR;Выполнен;Фастфуд;5814;Списание;;;
04.05.2026;04.05.2026;Текущий счёт ;4,08E+19;;;Оксана К.;2000;RUR;Выполнен;Переводы;;Пополнение;;;
03.07.2026;03.07.2026;Текущий счёт ;4,08E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";605.75;RUR;Выполнен;Продукты;5411;Списание;;13;Рубли
03.05.2026;03.05.2026;Текущий счёт ;4,08E+19;;;Оксана К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
02.07.2026;04.07.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Максим;395.16;RUR;Выполнен;Транспорт;4121;Списание;;;
02.05.2026;04.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Новосибирск/KRASNOE BELOE;161.83;RUR;Выполнен;Продукты;5499;Списание;;;
02.05.2026;02.05.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
02.04.2026;03.04.2026;Текущий счёт ;4,08E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";280.24;RUR;Выполнен;Продукты;5411;Списание;;;
01.06.2026;04.06.2026;Текущий счёт ;4,08E+19;;;Новосибирск/MONETKA;336.98;RUR;Выполнен;Продукты;5411;Списание;;;
