operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
22.03.2026;25.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/SPK EKATERINBUR;44.53;RUR;Выполнен;Транспорт;4111;Списание;;;
22.03.2026;22.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/TRANSPORT TPP;43.9;RUR;Выполнен;Транспорт;4131;Списание;;;
21.08.2026;22.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;91.71;RUR;Выполнен;Кафе;5812;Списание;;;
21.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;;;Воронеж/APTEKA 36.6;1436.52;RUR;Выполнен;Аптеки;5912;Списание;;;
20.08.2026;21.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";222.71;RUR;Выполнен;Продукты;5411;Списание;;;
20.08.2026;20.08.2026;Текущий счёт ;4,08178E+19;;;Внукам;1036;RUR;Выполнен;Переводы;;Списание;;;
20.06.2026;20.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";445.13;RUR;Выполнен;Продукты;5411;Списание;;;
20.04.2026;22.04.2026;Текущий счёт ;4,08178E+19;;;RT.RU;550;RUR;Выполнен;ЖКХ;;Списание;;;
19.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;Воронеж/MONETKA;192.26;RUR;Выполнен;Продукты;5411;Списание;;;
19.06.2026;19.06.2026;Текущий счёт ;4,08178E+19;;;RT.RU;550;RUR;Выполнен;ЖКХ;;Списание;;;
19.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/PYATEROCHKA RAZME;704.57;RUR;Выполнен;Продукты;5411;Списание;;;
19.03.2026;19.03.2026;Текущий счёт ;4,08178E+19;;;РОСТЕЛЕКОМ;550;RUR;Выполнен;ЖКХ;;Списание;;;
18.08.2026;18.08.2026;Текущий счёт ;4,08178E+19;;;РОСТЕЛЕКОМ;550;RUR;Выполнен;ЖКХ;;Списание;;;
18.08.2026;21.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/PYATEROCHKA 1158;313.37;RUR;Выполнен;Продукты;5411;Списание;;;
18.07.2026;18.07.2026;Текущий счёт ;4,08178E+19;;;РОСТЕЛЕКОМ;550;RUR;Выполнен;ЖКХ;;Списание;;;
18.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;;;RT.RU;550;RUR;Выполнен;ЖКХ;;Списание;;;
18.04.2026;19.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";372.16;RUR;Выполнен;Продукты;5411;Списание;;;
17.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;3000;RUR;Выполнен;Наличные;6011;Списание;;;
17.05.2026;17.05.2026;Текущий счёт ;4,08178E+19;;;Внукам;945;RUR;Выполнен;Переводы;;Списание;;;
17.03.2026;18.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;2127.88;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
16.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;Воронеж/MAGNIT MM 1158;887.34;RUR;Выполнен;Продукты;5411;Списание;;8;Рубли
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;СФР;26769;RUR;Выполнен;Переводы;;Пополнение;;;
16.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/PYATEROCHKA ROSHANO;376.0;RUR;Выполнен;Продукты;5411;Списание;;;
16.06.2026;16.06.2026;Текущий счёт ;4,08178E+19;;;СФР;26697;RUR;Выполнен;Переводы;;Пополнение;;;
16.04.2026;16.04.2026;Текущий счёт ;4,08178E+19;;;СФР;26681;RUR;Выполнен;Переводы;;Пополнение;;;
16.04.2026;17.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";49.39;RUR;Выполнен;Продукты;5411;Списание;;;
16.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;2000;RUR;Выполнен;Переводы;;Пополнение;;;
15.08.2026;15.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/SPK EKATERINBUR;42.95;RUR;Выполнен;Транспорт;4111;Списание;;4;Рубли
15.07.2026;15.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
15.05.2026;15.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/APTEKA 36.6;1038.07;RUR;Выполнен;Аптеки;5912;Списание;;;
14.08.2026;14.08.2026;Текущий счёт ;4,08178E+19;;;СФР;27691;RUR;Выполнен;Переводы;;Пополнение;;;
14.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/RIGLA;253.19;RUR;Выполнен;Аптеки;5912;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;;;СФР;31797;RUR;Выполнен;Переводы;;Пополнение;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
14.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;Внукам;1146;RUR;Выполнен;Переводы;;Списание;;;
14.03.2026;14.03.2026;Текущий счёт ;4,08178E+19;;;СФР;31446;RUR;Выполнен;Переводы;;Пополнение;;;
13.07.2026;13.07.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
13.06.2026;13.06.2026;Текущий счёт ;4,08178E+19;;;ЖКХ;4367;RUR;Выполнен;Переводы;;Списание;;;
13.04.2026;13.04.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;5000;RUR;Выполнен;Переводы;;Пополнение;;;
12.06.2026;12.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;20000;RUR;Выполнен;Наличные;6011;Списание;;;
12.05.2026;12.05.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
12.03.2026;12.03.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
11.07.2026;11.07.2026;Текущий счёт ;4,08178E+19;;;Внукам;899;RUR;Выполнен;Переводы;;Списание;;;
11.05.2026;11.05.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
11.04.2026;13.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";98.87;RUR;Выполнен;Продукты;5411;Списание;;;
10.07.2026;10.07.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
10.04.2026;12.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
09.08.2026;10.08.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
08.07.2026;10.07.2026;Текущий счёт ;4,08178E+19;;;Воронеж/MAGNIT MM ROSHANO;276.78;RUR;Выполнен;Продукты;5411;Списание;;;
08.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;;;ОДНОКЛАССНИКИ;199;RUR;Выполнен;Соцсети;;Списание;;;
08.06.2026;08.06.2026;Текущий счёт ;4,08178E+19;;;Юрий Л.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
08.04.2026;11.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/PYATEROCHKA RAZME;612.17;RUR;Выполнен;Продукты;5411;Списание;;12;Рубли
07.04.2026;07.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/APTEKA 36.6;300.31;RUR;Выполнен;Аптеки;5912;Списание;;;
06.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/MAGNIT MM 1158;703.14;RUR;Выполнен;Продукты;5411;Списание;;;
06.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
06.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;5000;RUR;Выполнен;Наличные;6011;Списание;;;
05.08.2026;05.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/MAGNIT MM KLERIK;153.56;RUR;Выполнен;Продукты;5411;Списание;;11;Рубли
04.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/APTEKA 36.6;851.78;RUR;Выполнен;Аптеки;5912;Списание;;;
04.08.2026;04.08.2026;Текущий счёт ;4,08178E+19;;;Александр К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
04.07.2026;04.07.2026;Текущий счёт ;4,08178E+19;;;ЖКХ;4392;RUR;Выполнен;Переводы;;Списание;;;
03.08.2026;04.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/PYATEROCHKA KLERIK;355.38;RUR;Выполнен;Продукты;5411;Списание;;;
03.04.2026;05.04.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АГРОТОРГ""";160.83;RUR;Выполнен;Продукты;5411;Списание;;;
03.03.2026;04.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Воронеж/MONETKA;700.88;RUR;Выполнен;Продукты;5411;Списание;;3;Рубли
02.08.2026;05.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АГРОТОРГ""";139.11;RUR;Выполнен;Продукты;5411;Списание;;;
02.08.2026;02.08.2026;Текущий счёт ;4,08178E+19;;;Воронеж/RIGLA;351.23;RUR;Выполнен;Аптеки;5912;Списание;;;
01.04.2026;03.04.2026;Текущий счёт ;4,08178E+19;;;Воронеж/SPK EKATERINBUR;42.08;RUR;Выполнен;Транспорт;4111;Списание;;;
