operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
21.03.2026;21.03.2026;Текущий счёт ;4,08178E+19;;;Moscow/SPK EKATERINBUR;42.66;RUR;Выполнен;Транспорт;4111;Списание;;;
20.07.2026;23.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""АЛЬФА-М""";318.32;RUR;Выполнен;Продукты;5411;Списание;;;
20.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;219.19;RUR;Выполнен;Фастфуд;5814;Списание;;;
20.04.2026;21.04.2026;Текущий счёт ;4,08178E+19;;;ZVUK.COM;299;RUR;Выполнен;Музыка;;Списание;;;
19.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
19.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
19.07.2026;21.07.2026;Текущий счёт ;4,08178E+19;;;WILDBERRIES;1863.48;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
19.06.2026;20.06.2026;Текущий счёт ;4,08178E+19;;;SBERZVUK;299;RUR;Выполнен;Музыка;;Списание;;;
19.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;;;ZVUK.COM;299;RUR;Выполнен;Музыка;;Списание;;;
19.04.2026;19.04.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;155.21;RUR;Выполнен;Кафе;5812;Списание;;;
19.04.2026;19.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;222.92;RUR;Выполнен;Фастфуд;5814;Списание;;;
18.07.2026;20.07.2026;Текущий счёт ;4,08178E+19;;;Возврат DNS;1813.38;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
18.03.2026;19.03.2026;Текущий счёт ;4,08178E+19;;;ZVUK.COM;299;RUR;Выполнен;Музыка;;Списание;;;
17.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;;;ZVUK.COM;299;RUR;Выполнен;Музыка;;Списание;;;
17.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/STOLOVAYA N4 GU;232.29;RUR;Выполнен;Фастфуд;5814;Списание;;;
17.05.2026;17.05.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;45189;RUR;Выполнен;Переводы;;Списание;;;
16.08.2026;16.08.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АГРОТОРГ""";319.06;RUR;Выполнен;Продукты;5411;Списание;;;
16.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;252.34;RUR;Выполнен;Фастфуд;5814;Списание;;;
16.06.2026;18.06.2026;Текущий счёт ;4,08178E+19;;;Moscow/APTEKA 36.6;574.68;RUR;Выполнен;Аптеки;5912;Списание;;;
15.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/TRANSPORT TPP;43.38;RUR;Выполнен;Транспорт;4131;Списание;;;
14.08.2026;16.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/PYATEROCHKA ROSHANO;173.99;RUR;Выполнен;Продукты;5411;Списание;;;
14.07.2026;15.07.2026;Текущий счёт ;4,08178E+19;;;Moscow/SHAWARMA HOUSE;284.71;RUR;Выполнен;Фастфуд;5814;Списание;;;
14.07.2026;16.07.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
14.05.2026;14.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;426.36;RUR;Выполнен;Кафе;5812;Списание;;6;Рубли
14.05.2026;16.05.2026;Текущий счёт ;4,08178E+19;;;Moscow/SPK EKATERINBUR;42.28;RUR;Выполнен;Транспорт;4111;Списание;;5;Рубли
12.08.2026;14.08.2026;Текущий счёт ;4,08178E+19;;;CLOUDPAYMENTS SKILLBOX;5000;RUR;Выполнен;Образование;;Списание;;;
12.06.2026;12.06.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;5000;RUR;Выполнен;Образование;;Списание;;;
12.05.2026;13.05.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;5000;RUR;Выполнен;Образование;;Списание;;;
12.04.2026;12.04.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;500;RUR;Выполнен;Переводы;;Пополнение;;;
11.08.2026;11.08.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;1500;RUR;Выполнен;Переводы;;Пополнение;;;
11.07.2026;11.07.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX.RU;5000;RUR;Выполнен;Образование;;Списание;;;
11.07.2026;11.07.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;121069;RUR;Выполнен;Переводы;;Пополнение;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;88043;RUR;Выполнен;Переводы;;Пополнение;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;44867;RUR;Выполнен;Переводы;;Списание;;;
10.08.2026;10.08.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;136556;RUR;Выполнен;Переводы;;Пополнение;;;
10.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";534.44;RUR;Выполнен;Продукты;5411;Списание;;;
10.03.2026;10.03.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;70155;RUR;Выполнен;Переводы;;Пополнение;;;
09.08.2026;12.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";213.48;RUR;Выполнен;Продукты;5411;Списание;;;
09.06.2026;09.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;5000;RUR;Выполнен;Наличные;6011;Списание;;;
09.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;79769;RUR;Выполнен;Переводы;;Пополнение;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;CLOUDPAYMENTS SKILLBOX;5000;RUR;Выполнен;Образование;;Списание;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;ООО Заказчик;95614;RUR;Выполнен;Переводы;;Пополнение;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;44985;RUR;Выполнен;Переводы;;Списание;;;
08.06.2026;10.06.2026;Текущий счёт ;4,08178E+19;;;Moscow/PYATEROCHKA 3274;64.95;RUR;Выполнен;Продукты;5411;Списание;;;
08.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX.RU;5000;RUR;Выполнен;Образование;;Списание;;;
08.03.2026;11.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/KRASNOE BELOE;218.57;RUR;Выполнен;Продукты;5499;Списание;;11;Рубли
08.03.2026;09.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";1855.87;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
07.06.2026;07.06.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK PLUS;399;RUR;Выполнен;Облако;;Списание;;;
06.07.2026;07.07.2026;Текущий счёт ;4,08178E+19;;;YANDEX.DISK;399;RUR;Выполнен;Облако;;Списание;;;
06.07.2026;06.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/KOFEMANIA;730.0;RUR;Выполнен;Кафе;5812;Списание;;;
06.07.2026;06.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/TRANSPORT TPP;43.15;RUR;Выполнен;Транспорт;4131;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;;;Moscow/DOODOO PIZZA;683.86;RUR;Выполнен;Фастфуд;5814;Списание;;5;Рубли
05.06.2026;05.06.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АЛЬФА-М""";196.85;RUR;Выполнен;Продукты;5411;Списание;;;
05.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/DOODOO PIZZA;1158.45;RUR;Выполнен;Фастфуд;5814;Списание;;12;Рубли
04.08.2026;04.08.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK PLUS;399;RUR;Выполнен;Облако;;Списание;;;
04.08.2026;05.08.2026;Текущий счёт ;4,08178E+19;;;"ООО БАНК ""ПЭЙДЖИН""";369.84;RUR;Выполнен;Маркетплейсы;5300;Списание;;11;Рубли
04.05.2026;04.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;15000;RUR;Выполнен;Наличные;6011;Списание;;;
04.04.2026;05.04.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK PLUS;399;RUR;Выполнен;Облако;;Списание;;;
04.03.2026;04.03.2026;Текущий счёт ;4,08178E+19;;;YANDEX DISK;399;RUR;Выполнен;Облако;;Списание;;;
03.08.2026;03.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";412.38;RUR;Выполнен;Продукты;5411;Списание;;;
03.08.2026;03.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;20000;RUR;Выполнен;Наличные;6011;Списание;;;
03.05.2026;04.05.2026;Текущий счёт ;4,08178E+19;;;YANDEX.DISK;399;RUR;Выполнен;Облако;;Списание;;;
03.03.2026;03.03.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;45036;RUR;Выполнен;Переводы;;Списание;;;
01.08.2026;02.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Moscow/SHAWARMA HOUSE;234.79;RUR;Выполнен;Фастфуд;5814;Списание;;15;Рубли
01.07.2026;02.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;1751.72;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
