operationDate;transactionDate;accountName;accountNumber;cardName;cardNumber;merchant;amount;currency;status;category;mcc;type;comment;bonusValue;bonusTitle
19.04.2026;20.04.2026;Текущий счёт ;4,08178E+19;;;FRAGMENT.COM;299;RUR;Выполнен;Связь;;Списание;;;
19.04.2026;19.04.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;35049;RUR;Выполнен;Переводы;;Списание;;;
19.03.2026;19.03.2026;Текущий счёт ;4,08178E+19;;;"ООО ""АЛЬФА-М""";323.07;RUR;Выполнен;Продукты;5411;Списание;;;
18.08.2026;19.08.2026;Текущий счёт ;4,08178E+19;;;TELEGRAM PREMIUM;299;RUR;Выполнен;Связь;;Списание;;;
18.08.2026;18.08.2026;Текущий счёт ;4,08178E+19;;;Saint-Petersburg/TRANSPORT TPP;42.8;RUR;Выполнен;Транспорт;4131;Списание;;2;Рубли
18.05.2026;18.05.2026;Текущий счёт ;4,08178E+19;;;FRAGMENT.COM;299;RUR;Выполнен;Связь;;Списание;;;
18.05.2026;21.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Яндекс Такси;454.64;RUR;Выполнен;Транспорт;4121;Списание;;;
18.05.2026;20.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/APTEKA 36.6;1309.48;RUR;Выполнен;Аптеки;5912;Списание;;;
17.07.2026;17.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";264.2;RUR;Выполнен;Продукты;5411;Списание;;;
17.06.2026;18.06.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Экосистема;;Списание;;;
17.06.2026;19.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;OZON;1855.14;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
17.05.2026;19.05.2026;Текущий счёт ;4,08178E+19;;;Возврат WILDBERRIES;1255.05;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
17.04.2026;20.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";462.43;RUR;Выполнен;Продукты;5411;Списание;;;
17.04.2026;18.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/SPK EKATERINBUR;45.13;RUR;Выполнен;Транспорт;4111;Списание;;;
17.03.2026;17.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""ТАНДЕР""";447.54;RUR;Выполнен;Продукты;5411;Списание;;;
17.03.2026;20.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;95.25;RUR;Выполнен;Кафе;5812;Списание;;10;Рубли
16.08.2026;16.08.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
15.08.2026;15.08.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;35088;RUR;Выполнен;Переводы;;Списание;;;
15.06.2026;17.06.2026;Текущий счёт ;4,08178E+19;;;Saint-Petersburg/KOFEMANIA;514.75;RUR;Выполнен;Кафе;5812;Списание;;;
15.05.2026;15.05.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;34814;RUR;Выполнен;Переводы;;Списание;;;
15.03.2026;18.03.2026;Текущий счёт ;4,08178E+19;;;Оплата по QR через Сбер;427.85;RUR;Выполнен;Кафе;5812;Списание;;;
14.08.2026;16.08.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Экосистема;;Списание;;;
14.08.2026;17.08.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/SPK EKATERINBUR;43.6;RUR;Выполнен;Транспорт;4111;Списание;;;
14.07.2026;14.07.2026;Текущий счёт ;4,08178E+19;;;Аренда кв.;35118;RUR;Выполнен;Переводы;;Списание;;;
14.06.2026;15.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/STOLOVAYA N4 GU;390.18;RUR;Выполнен;Фастфуд;5814;Списание;;4;Рубли
14.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Экосистема;;Списание;;;
14.03.2026;16.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Uber;401.01;RUR;Выполнен;Транспорт;4121;Списание;;;
13.07.2026;13.07.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Экосистема;;Списание;;;
13.05.2026;15.05.2026;Текущий счёт ;4,08178E+19;;;YANDEX PLUS;299;RUR;Выполнен;Экосистема;;Списание;;;
13.04.2026;13.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Снятие наличных ATM;10000;RUR;Выполнен;Наличные;6011;Списание;;;
13.03.2026;13.03.2026;Текущий счёт ;4,08178E+19;;;ЯНДЕКС ПЛЮС;299;RUR;Выполнен;Экосистема;;Списание;;;
12.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/MONETKA;517.49;RUR;Выполнен;Продукты;5411;Списание;;;
12.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/DOODOO PIZZA;1067.0;RUR;Выполнен;Фастфуд;5814;Списание;;;
12.04.2026;14.04.2026;Текущий счёт ;4,08178E+19;;;"ООО БАНК ""ПЭЙДЖИН""";1515.19;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
11.07.2026;11.07.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;88250;RUR;Выполнен;Переводы;;Пополнение;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;78021;RUR;Выполнен;Переводы;;Пополнение;;;
11.06.2026;11.06.2026;Текущий счёт ;4,08178E+19;;;Мама;3189;RUR;Выполнен;Переводы;;Списание;;;
11.05.2026;11.05.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;72339;RUR;Выполнен;Переводы;;Пополнение;;;
11.04.2026;11.04.2026;Текущий счёт ;4,08178E+19;;;Saint-Petersburg/SPK EKATERINBUR;45.46;RUR;Выполнен;Транспорт;4111;Списание;;;
10.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;14;Рубли
10.05.2026;10.05.2026;Текущий счёт ;4,08178E+19;;;Мама;2967;RUR;Выполнен;Переводы;;Списание;;;
09.08.2026;09.08.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;71051;RUR;Выполнен;Переводы;;Пополнение;;;
09.08.2026;09.08.2026;Текущий счёт ;4,08178E+19;;;Сергей К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
09.05.2026;11.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/DOODOO PIZZA;504.7;RUR;Выполнен;Фастфуд;5814;Списание;;;
09.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;;;Saint-Petersburg/KOFEMANIA;763.29;RUR;Выполнен;Кафе;5812;Списание;;;
09.04.2026;09.04.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;82130;RUR;Выполнен;Переводы;;Пополнение;;;
09.03.2026;09.03.2026;Текущий счёт ;4,08178E+19;;;ООО ТехноСофт;82455;RUR;Выполнен;Переводы;;Пополнение;;;
08.07.2026;10.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/KRASNOE BELOE;548.11;RUR;Выполнен;Продукты;5499;Списание;;;
08.05.2026;08.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/TRANSPORT TPP;43.16;RUR;Выполнен;Транспорт;4131;Списание;;;
07.07.2026;09.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";958.76;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
07.06.2026;07.06.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;3500;RUR;Выполнен;Образование;;Списание;;;
06.06.2026;06.06.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/KRASNOE BELOE;392.72;RUR;Выполнен;Продукты;5499;Списание;;;
06.05.2026;06.05.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX.RU;3500;RUR;Выполнен;Образование;;Списание;;;
06.05.2026;09.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";630.39;RUR;Выполнен;Продукты;5411;Списание;;12;Рубли
05.08.2026;05.08.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;3500;RUR;Выполнен;Образование;;Списание;;;
05.08.2026;07.08.2026;Текущий счёт ;4,08178E+19;;;"АО ""ТАНДЕР""";484.68;RUR;Выполнен;Продукты;5411;Списание;;;
05.07.2026;05.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;WILDBERRIES;1243.47;RUR;Выполнен;Маркетплейсы;5300;Списание;;5;Рубли
05.05.2026;05.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО ""ЭЛЕМЕНТ-ТРЕЙД""";232.01;RUR;Выполнен;Продукты;5411;Списание;;9;Рубли
05.05.2026;05.05.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;300;RUR;Выполнен;Переводы;;Пополнение;;;
05.03.2026;05.03.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX.RU;3500;RUR;Выполнен;Образование;;Списание;;;
05.03.2026;08.03.2026;Текущий счёт ;4,08178E+19;;;"АО ""И-СЕТЬ""";42.0;RUR;Выполнен;Транспорт;4131;Списание;;;
04.08.2026;06.08.2026;Текущий счёт ;4,08178E+19;;;Возврат OZON;2592.65;RUR;Выполнен;Возвраты;5300;Пополнение;Возврат товара;;
04.04.2026;04.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ситимобил;397.16;RUR;Выполнен;Транспорт;4121;Списание;;;
04.04.2026;04.04.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;1000;RUR;Выполнен;Переводы;;Пополнение;;;
04.03.2026;04.03.2026;Текущий счёт ;4,08178E+19;;;Мама;2869;RUR;Выполнен;Переводы;;Списание;;;
03.07.2026;03.07.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;3500;RUR;Выполнен;Образование;;Списание;;;
03.04.2026;04.04.2026;Текущий счёт ;4,08178E+19;;;SKILLBOX;3500;RUR;Выполнен;Образование;;Списание;;;
03.04.2026;05.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;"ООО БАНК ""ПЭЙДЖИН""";660.02;RUR;Выполнен;Маркетплейсы;5300;Списание;;;
03.03.2026;05.03.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/KOFEMANIA;395.86;RUR;Выполнен;Кафе;5812;Списание;;;
02.07.2026;02.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Оплата по QR через Сбер;405.23;RUR;Выполнен;Кафе;5812;Списание;;;
02.07.2026;02.07.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Uber;795.31;RUR;Выполнен;Транспорт;4121;Списание;;11;Рубли
02.05.2026;03.05.2026;Текущий счёт ;4,08178E+19;;;Saint-Petersburg/STOLOVAYA N4 GU;350.69;RUR;Выполнен;Фастфуд;5814;Списание;;3;Рубли
02.05.2026;03.05.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Ситимобил;328.62;RUR;Выполнен;Транспорт;4121;Списание;;1;Рубли
02.04.2026;05.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/KOFEMANIA;385.42;RUR;Выполнен;Кафе;5812;Списание;;;
01.07.2026;01.07.2026;Текущий счёт ;4,08178E+19;;;Оксана К.;200;RUR;Выполнен;Переводы;;Пополнение;;;
01.04.2026;01.04.2026;Текущий счёт ;4,08178E+19;Альфа-карта МИР ;220015******7479;Saint-Petersburg/TRANSPORT TPP;43.48;RUR;Выполнен;Транспорт;4131;Списание;;5;Рубли
